,week,day,date,time,h,a,attendance,venue,referee,notes,game_id,h_ftgoals,a_ftgoals,season,season-key,match-key,home_xg,away_xg,round,fthg,ftag,iwh,iwd,iwa,whh,whd,wha,bwh,bwd,bwa,psch,pscd,psca,maxch,maxcd,maxca,maxh,maxd,maxa,avgh,avgd,avga
3475,36.0,Sat,2010-05-01,nan,Milan,Fiorentina,,nan,Carmine Russo,nan,215ee4c1,1.0,0.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_234,,,,1.0,0.0,1.5,3.9,5.5,1.57,3.75,5.25,1.55,3.85,5.6,,,,,,,,,,,,
3476,36.0,Sun,2010-05-02,nan,Lazio,Inter,,nan,Mauro Bergonzi,nan,756e29e3,0.0,2.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_198,,,,0.0,2.0,5.5,3.9,1.5,6.5,4.33,1.4,7.0,4.0,1.45,,,,,,,,,,,,
3477,36.0,Sun,2010-05-02,nan,Sampdoria,Livorno,,nan,Matteo Trefoloni,nan,c0275057,2.0,0.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_334,,,,2.0,0.0,1.12,7.0,14.0,1.11,7.5,17.0,1.1,9.0,15.5,,,,,,,,,,,,
3478,36.0,Sun,2010-05-02,nan,Bari,Genoa,,nan,Dino Tommasi,nan,3817d701,3.0,0.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_25,,,,3.0,0.0,,,,3.2,1.91,3.4,,,,,,,,,,,,,,,
3479,36.0,Sun,2010-05-02,nan,Siena,Palermo,,nan,Christian Brighi,nan,11796b45,1.0,2.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_356,,,,1.0,2.0,6.5,3.9,1.45,6.5,4.33,1.4,6.75,4.5,1.4,,,,,,,,,,,,
3480,36.0,Sun,2010-05-02,nan,Cagliari,Udinese,,nan,Maurizio Ciampi,nan,bd441385,2.0,2.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_75,,,,2.0,2.0,,,,3.6,1.67,4.0,,,,,,,,,,,,,,,
3481,36.0,Sun,2010-05-02,nan,Catania,Juventus,,nan,Daniele Orsato,nan,cf8a541f,1.0,1.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_84,,,,1.0,1.0,3.3,3.3,2.0,3.6,3.3,1.95,3.45,3.4,2.0,,,,,,,,,,,,
3482,36.0,Sun,2010-05-02,nan,Atalanta,Bologna,,nan,Paolo Tagliavento,nan,25c1cd66,1.0,1.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_1,,,,1.0,1.0,1.8,3.4,4.0,1.8,3.4,4.0,1.79,3.45,4.25,,,,,,,,,,,,
3483,36.0,Sun,2010-05-02,nan,Chievo,Napoli,,nan,Andrea De Marco,nan,7d0da6b5,1.0,2.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_107,,,,1.0,2.0,3.7,3.3,1.9,4.0,3.3,1.83,4.1,3.35,1.85,,,,,,,,,,,,
3484,37.0,Sun,2010-05-09,nan,Fiorentina,Siena,,nan,Riccardo Tozzi,nan,c24414b0,1.0,1.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_131,,,,1.0,1.0,1.45,3.9,6.5,1.33,4.33,9.0,1.35,4.4,8.7,,,,,,,,,,,,
3485,37.0,Sun,2010-05-09,nan,Genoa,Milan,,nan,Antonio Damato,nan,e4a7a835,1.0,0.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_144,,,,1.0,0.0,3.3,3.3,2.0,3.6,3.3,1.95,3.85,3.1,2.0,,,,,,,,,,,,
3486,37.0,Sun,2010-05-09,nan,Napoli,Atalanta,,nan,Daniele Orsato,nan,f2cf6e52,2.0,0.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_247,,,,2.0,0.0,1.45,4.0,5.5,1.44,4.0,6.5,1.4,4.3,7.25,,,,,,,,,,,,
3487,37.0,Sun,2010-05-09,nan,Livorno,Lazio,,nan,Gabriele Gava,nan,81eb0468,1.0,2.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_219,,,,1.0,2.0,5.7,3.3,1.55,6.0,3.6,1.53,6.35,3.55,1.55,,,,,,,,,,,,
3488,37.0,Sun,2010-05-09,nan,Bologna,Catania,,nan,Antonio Giannoccaro,nan,34379c2f,1.0,1.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_41,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
3489,37.0,Sun,2010-05-09,nan,Juventus,Parma,,nan,Andrea Romeo,nan,5064e177,2.0,3.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_185,,,,2.0,3.0,1.35,4.5,7.3,1.3,4.5,9.5,1.31,4.85,9.0,,,,,,,,,,,,
3490,37.0,Sun,2010-05-09,nan,Roma,Cagliari,,nan,Mauro Bergonzi,nan,ff54dd59,2.0,1.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_307,,,,2.0,1.0,1.1,7.3,15.0,1.11,7.5,17.0,1.11,8.5,16.5,,,,,,,,,,,,
3491,37.0,Sun,2010-05-09,nan,Palermo,Sampdoria,,nan,Roberto Rosetti,nan,3d91a8da,1.0,1.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_282,,,,1.0,1.0,2.0,3.3,3.3,2.05,3.3,3.3,2.05,3.2,3.55,,,,,,,,,,,,
3492,37.0,Sun,2010-05-09,nan,Udinese,Bari,,nan,Riccardo Pinzani,nan,3b7ecf6f,3.0,3.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_362,,,,3.0,3.0,1.8,2.8,5.0,1.73,2.62,6.0,1.75,2.9,5.95,,,,,,,,,,,,
3493,37.0,Sun,2010-05-09,nan,Inter,Chievo,,nan,Luca Banti,nan,1fbc35dd,4.0,3.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_157,,,,4.0,3.0,1.07,7.5,20.0,1.07,9.0,26.0,1.08,9.75,18.0,,,,,,,,,,,,
3494,38.0,Sat,2010-05-15,nan,Milan,Juventus,,nan,Matteo Trefoloni,nan,9121e11f,3.0,0.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_237,,,,3.0,0.0,1.9,3.3,3.7,2.1,3.3,3.5,2.0,3.25,3.65,,,,,,,,,,,,
3495,38.0,Sat,2010-05-15,nan,Lazio,Udinese,,nan,Marco Guida,nan,262a5bc4,3.0,1.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_208,,,,3.0,1.0,2.1,2.4,4.5,2.1,2.6,4.3,2.07,2.75,4.25,,,,,,,,,,,,
3496,38.0,Sun,2010-05-16,nan,Siena,Inter,,nan,Emidio Morganti,nan,517a9155,0.0,1.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_350,,,,0.0,1.0,15.0,7.3,1.1,21.0,8.0,1.12,18.0,8.35,1.1,,,,,,,,,,,,
3497,38.0,Sun,2010-05-16,nan,Parma,Livorno,,nan,Emiliano Gallione,nan,db43d2e3,4.0,1.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_296,,,,4.0,1.0,1.4,4.1,7.0,1.36,4.2,8.0,1.38,4.3,8.0,,,,,,,,,,,,
3498,38.0,Sun,2010-05-16,nan,Sampdoria,Napoli,,nan,Nicola Rizzoli,nan,464128e7,1.0,0.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_336,,,,1.0,0.0,1.35,4.5,7.3,1.33,4.33,9.0,1.28,5.25,9.0,,,,,,,,,,,,
3499,38.0,Sun,2010-05-16,nan,Chievo,Roma,,nan,Paolo Tagliavento,nan,d2cb31a5,0.0,2.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_110,,,,0.0,2.0,7.5,5.2,1.3,9.0,4.5,1.36,8.1,4.8,1.33,,,,,,,,,,,,
3500,38.0,Sun,2010-05-16,nan,Cagliari,Bologna,,nan,Luigi Nasca,nan,e34ca45f,1.0,1.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_59,,,,1.0,1.0,,,,1.57,3.3,6.5,1.55,3.55,6.5,,,,,,,,,,,,
3501,38.0,Sun,2010-05-16,nan,Atalanta,Palermo,,nan,Gianluca Rocchi,nan,e5a9bc43,1.0,2.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_13,,,,1.0,2.0,6.0,4.3,1.4,6.5,4.0,1.44,6.35,3.85,1.5,,,,,,,,,,,,
3502,38.0,Sun,2010-05-16,nan,Bari,Fiorentina,,nan,Angelo Giancola,nan,b454f6d7,2.0,0.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_24,,,,2.0,0.0,2.2,2.4,4.0,2.15,3.0,3.4,2.15,3.0,3.55,,,,,,,,,,,,
3503,38.0,Sun,2010-05-16,nan,Catania,Genoa,,nan,Renzo Candussio,nan,14c4adec,1.0,0.0,2009-2010,italy_serie-a_2009-2010,italy_serie-a_2009-2010_82,,,,1.0,0.0,,,,1.44,4.0,6.5,1.5,3.75,6.65,,,,,,,,,,,,
3504,1.0,Sat,2010-08-28,nan,Roma,Cesena,,nan,Gabriele Gava,nan,5b5b87d4,0.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_328,,,,0.0,0.0,1.25,5.0,10.0,1.22,5.25,11.0,1.3,4.75,10.0,,,,,,,,,,,,
3505,1.0,Sat,2010-08-28,nan,Udinese,Genoa,,nan,Gianluca Rocchi,nan,20824d13,0.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_369,,,,0.0,1.0,2.4,3.1,2.8,2.3,3.1,3.0,2.3,3.1,3.1,,,,,,,,,,,,
3506,1.0,Sun,2010-08-29,nan,Parma,Brescia,,nan,Antonio Damato,nan,35c74698,2.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_306,,,,2.0,0.0,1.8,3.4,4.0,1.75,3.25,4.6,1.8,3.2,4.65,,,,,,,,,,,,
3507,1.0,Sun,2010-08-29,nan,Sampdoria,Lazio,,nan,Andrea Romeo,nan,815fe47a,2.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_353,,,,2.0,0.0,2.1,3.1,3.3,2.0,3.15,3.6,2.1,3.1,3.5,,,,,,,,,,,,
3508,1.0,Sun,2010-08-29,nan,Chievo,Catania,,nan,Mauro Bergonzi,nan,0c4bec84,2.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_118,,,,2.0,1.0,2.1,3.0,3.4,2.05,3.15,3.5,2.15,2.9,3.7,,,,,,,,,,,,
3509,1.0,Sun,2010-08-29,nan,Bari,Juventus,,nan,Luca Banti,nan,852b1424,1.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_9,,,,1.0,0.0,3.2,3.2,2.1,3.75,3.3,2.0,3.8,3.3,1.95,,,,,,,,,,,,
3510,1.0,Sun,2010-08-29,nan,Palermo,Cagliari,,nan,Emidio Morganti,nan,711b2ae7,0.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_288,,,,0.0,0.0,1.7,3.4,4.5,1.7,3.25,5.0,1.75,3.27,4.85,,,,,,,,,,,,
3511,1.0,Sun,2010-08-29,nan,Fiorentina,Napoli,,nan,Andrea Gervasoni,nan,7b863866,1.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_146,,,,1.0,1.0,2.2,3.1,3.1,2.2,3.1,3.1,2.3,3.1,3.1,,,,,,,,,,,,
3512,1.0,Sun,2010-08-29,nan,Milan,Lecce,,nan,Sebastiano Peruzzo,nan,51271aba,4.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_259,,,,4.0,0.0,1.3,4.8,8.5,1.29,4.75,9.5,1.31,4.6,10.0,,,,,,,,,,,,
3513,1.0,Mon,2010-08-30,nan,Bologna,Inter,,nan,Paolo Valeri,nan,24e40298,0.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_27,,,,0.0,0.0,5.0,3.6,1.6,6.0,3.4,1.57,6.1,3.4,1.6,,,,,,,,,,,,
3514,2.0,Sat,2010-09-11,nan,Inter,Udinese,,nan,Christian Brighi,nan,7469f688,2.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_189,,,,2.0,1.0,1.4,3.9,7.5,1.36,4.1,8.5,1.38,4.0,9.2,,,,,,,,,,,,
3515,2.0,Sat,2010-09-11,nan,Cagliari,Roma,,nan,Domenico Celi,nan,07fc6683,5.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_73,,,,5.0,1.0,2.8,3.2,2.3,3.2,3.2,2.15,3.15,3.2,2.2,,,,,,,,,,,,
3516,2.0,Sat,2010-09-11,nan,Cesena,Milan,,nan,Carmine Russo,nan,a2d20d9f,2.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_107,,,,2.0,0.0,5.5,3.9,1.5,6.5,3.5,1.53,6.75,3.9,1.48,,,,,,,,,,,,
3517,2.0,Sun,2010-09-12,nan,Genoa,Chievo,,nan,Nicola Pierpaoli,nan,bccbb320,1.0,3.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_158,,,,1.0,3.0,1.6,3.6,5.0,1.7,3.3,5.0,1.67,3.5,5.0,,,,,,,,,,,,
3518,2.0,Sun,2010-09-12,nan,Lecce,Fiorentina,,nan,Daniele Orsato,nan,cc1df950,1.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_235,,,,1.0,0.0,3.0,3.1,2.25,3.0,3.15,2.25,3.2,3.2,2.2,,,,,,,,,,,,
3519,2.0,Sun,2010-09-12,nan,Napoli,Bari,,nan,Andrea De Marco,nan,80f35463,2.0,2.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_266,,,,2.0,2.0,1.7,3.5,4.4,1.67,3.3,5.5,1.7,3.3,5.2,,,,,,,,,,,,
3520,2.0,Sun,2010-09-12,nan,Catania,Parma,,nan,Dino Tommasi,nan,b1382a14,2.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_91,,,,2.0,1.0,2.2,3.1,3.1,2.25,3.15,3.0,2.2,3.1,3.25,,,,,,,,,,,,
3521,2.0,Sun,2010-09-12,nan,Juventus,Sampdoria,,nan,Paolo Mazzoleni,nan,0b023bad,3.0,3.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_207,,,,3.0,3.0,1.75,3.4,4.3,1.8,3.25,4.33,1.8,3.3,4.45,,,,,,,,,,,,
3522,2.0,Sun,2010-09-12,nan,Brescia,Palermo,,nan,Paolo Tagliavento,nan,8ee5cdb0,3.0,2.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_52,,,,3.0,2.0,2.7,3.2,2.4,2.9,3.15,2.3,3.1,3.15,2.25,,,,,,,,,,,,
3523,2.0,Sun,2010-09-12,nan,Lazio,Bologna,,nan,Antonio Giannoccaro,nan,92f585a8,3.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_210,,,,3.0,1.0,1.7,3.5,4.4,1.73,3.25,4.75,1.7,3.35,5.15,,,,,,,,,,,,
3524,3.0,Sat,2010-09-18,nan,Fiorentina,Lazio,,nan,Antonio Damato,nan,a42eba94,1.0,2.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_143,,,,1.0,2.0,2.0,3.2,3.4,2.1,3.25,3.6,2.05,3.15,3.6,,,,,,,,,,,,
3525,3.0,Sat,2010-09-18,nan,Milan,Catania,,nan,Emidio Morganti,nan,541cda5a,1.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_251,,,,1.0,1.0,1.3,4.8,8.5,1.3,4.5,13.0,1.3,5.0,9.0,,,,,,,,,,,,
3526,3.0,Sun,2010-09-19,nan,Udinese,Juventus,,nan,Mauro Bergonzi,nan,1a37f4d8,0.0,4.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_371,,,,0.0,4.0,2.6,3.1,2.55,2.7,3.2,2.62,2.9,3.1,2.4,,,,,,,,,,,,
3527,3.0,Sun,2010-09-19,nan,Palermo,Inter,,nan,Andrea Romeo,nan,61091767,1.0,2.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_294,,,,1.0,2.0,3.2,3.2,2.1,3.4,3.2,2.2,3.15,3.1,2.25,,,,,,,,,,,,
3528,3.0,Sun,2010-09-19,nan,Chievo,Brescia,,nan,Gabriele Gava,nan,5dba2fcd,0.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_116,,,,0.0,1.0,1.8,3.4,4.0,2.0,3.2,4.0,1.9,3.15,4.15,,,,,,,,,,,,
3529,3.0,Sun,2010-09-19,nan,Bari,Cagliari,,nan,Andrea Gervasoni,nan,90585dd9,0.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_2,,,,0.0,0.0,2.0,3.2,3.4,2.1,3.2,3.6,1.9,3.2,4.1,,,,,,,,,,,,
3530,3.0,Sun,2010-09-19,nan,Parma,Genoa,,nan,Nicola Rizzoli,nan,26bc37ce,1.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_312,,,,1.0,1.0,2.3,3.2,2.8,2.38,3.2,3.0,2.3,3.1,3.1,,,,,,,,,,,,
3531,3.0,Sun,2010-09-19,nan,Roma,Bologna,,nan,Sebastiano Peruzzo,nan,e965488c,2.0,2.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_324,,,,2.0,2.0,1.4,4.1,7.0,1.44,4.2,7.5,1.4,4.0,8.5,,,,,,,,,,,,
3532,3.0,Sun,2010-09-19,nan,Cesena,Lecce,,nan,Gianluca Rocchi,nan,0ae51490,1.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_106,,,,1.0,0.0,2.0,3.2,3.4,2.0,3.3,3.8,1.95,3.15,4.0,,,,,,,,,,,,
3533,3.0,Sun,2010-09-19,nan,Sampdoria,Napoli,,nan,Paolo Valeri,nan,18f53067,1.0,2.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_356,,,,1.0,2.0,2.1,3.2,3.2,2.25,3.2,3.3,2.2,3.15,3.2,,,,,,,,,,,,
3534,4.0,Wed,2010-09-22,nan,Genoa,Fiorentina,,nan,Paolo Tagliavento,nan,da394e71,1.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_159,,,,1.0,1.0,2.15,3.2,3.1,2.2,3.2,3.4,2.05,3.25,3.5,,,,,,,,,,,,
3535,4.0,Wed,2010-09-22,nan,Cagliari,Sampdoria,,nan,Nicola Pierpaoli,nan,b2cc213d,0.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_74,,,,0.0,0.0,2.3,3.2,2.8,2.38,3.2,3.0,2.4,3.2,2.85,,,,,,,,,,,,
3536,4.0,Wed,2010-09-22,nan,Catania,Cesena,,nan,Andrea De Marco,nan,845987e5,2.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_80,,,,2.0,0.0,2.1,3.1,3.3,2.1,3.1,3.75,2.0,3.25,3.65,,,,,,,,,,,,
3537,4.0,Wed,2010-09-22,nan,Napoli,Chievo,,nan,Antonio Giannoccaro,nan,655e4b4e,1.0,3.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_272,,,,1.0,3.0,1.7,3.5,4.4,1.7,3.4,5.5,1.65,3.35,5.65,,,,,,,,,,,,
3538,4.0,Wed,2010-09-22,nan,Brescia,Roma,,nan,Carmine Russo,nan,52dc8828,2.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_54,,,,2.0,1.0,3.1,3.3,2.1,3.4,3.2,2.2,3.35,3.15,2.15,,,,,,,,,,,,
3539,4.0,Wed,2010-09-22,nan,Lazio,Milan,,nan,Luca Banti,nan,4bbb6baf,1.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_221,,,,1.0,1.0,3.0,3.2,2.2,3.5,3.1,2.2,3.4,3.2,2.1,,,,,,,,,,,,
3540,4.0,Wed,2010-09-22,nan,Bologna,Udinese,,nan,Domenico Celi,nan,65a38d3d,2.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_37,,,,2.0,1.0,2.4,3.2,2.7,2.5,3.2,2.88,2.35,3.15,2.95,,,,,,,,,,,,
3541,4.0,Wed,2010-09-22,nan,Inter,Bari,,nan,Paolo Mazzoleni,nan,f48a9fc1,4.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_171,,,,4.0,0.0,1.4,4.1,7.0,1.4,4.2,9.0,1.38,4.6,7.0,,,,,,,,,,,,
3542,4.0,Wed,2010-09-22,nan,Lecce,Parma,,nan,Christian Brighi,nan,0d345259,1.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_243,,,,1.0,1.0,2.2,3.1,3.1,2.38,3.1,3.1,2.35,3.15,2.95,,,,,,,,,,,,
3543,4.0,Thu,2010-09-23,nan,Juventus,Palermo,,nan,Daniele Orsato,nan,efa35c37,1.0,3.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_204,,,,1.0,3.0,1.8,3.4,4.0,1.73,3.5,5.0,1.7,3.5,4.75,,,,,,,,,,,,
3544,5.0,Sat,2010-09-25,nan,Roma,Inter,,nan,Emidio Morganti,nan,1c3108bb,1.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_332,,,,1.0,0.0,2.8,3.2,2.3,3.5,3.0,2.25,3.3,3.2,2.15,,,,,,,,,,,,
3545,5.0,Sat,2010-09-25,nan,Milan,Genoa,,nan,Paolo Valeri,nan,4e54153c,1.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_255,,,,1.0,0.0,1.55,3.7,5.4,1.67,3.4,6.0,1.6,3.45,5.9,,,,,,,,,,,,
3546,5.0,Sun,2010-09-26,nan,Palermo,Lecce,,nan,Mauro Bergonzi,nan,8931376c,2.0,2.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_297,,,,2.0,2.0,1.6,3.6,5.0,1.62,3.6,6.0,1.65,3.45,5.3,,,,,,,,,,,,
3547,5.0,Sun,2010-09-26,nan,Fiorentina,Parma,,nan,Andrea Romeo,nan,acd8afa5,2.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_148,,,,2.0,0.0,2.05,3.2,3.3,2.0,3.2,4.0,1.95,3.3,3.75,,,,,,,,,,,,
3548,5.0,Sun,2010-09-26,nan,Chievo,Lazio,,nan,Sebastiano Peruzzo,nan,c9711790,0.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_124,,,,0.0,1.0,2.5,3.2,2.6,2.7,3.0,2.75,2.35,3.15,2.95,,,,,,,,,,,,
3549,5.0,Sun,2010-09-26,nan,Bari,Brescia,,nan,Marco Guida,nan,2c853acb,2.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_1,,,,2.0,1.0,2.0,3.2,3.4,2.0,3.1,4.2,1.95,3.2,3.9,,,,,,,,,,,,
3550,5.0,Sun,2010-09-26,nan,Cesena,Napoli,,nan,Antonio Damato,nan,4b4436f1,1.0,4.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_108,,,,1.0,4.0,2.6,3.2,2.5,2.9,3.0,2.6,2.95,3.15,2.35,,,,,,,,,,,,
3551,5.0,Sun,2010-09-26,nan,Sampdoria,Udinese,,nan,Andrea Gervasoni,nan,2379c50a,0.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_360,,,,0.0,0.0,1.8,3.4,4.0,1.91,3.2,4.33,1.8,3.3,4.45,,,,,,,,,,,,
3552,5.0,Sun,2010-09-26,nan,Juventus,Cagliari,,nan,Christian Brighi,nan,acf5bc94,4.0,2.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_193,,,,4.0,2.0,1.65,3.5,4.6,1.73,3.3,5.5,1.57,3.5,6.2,,,,,,,,,,,,
3553,5.0,Sun,2010-09-26,nan,Catania,Bologna,,nan,Gabriele Gava,nan,1fb4b3d0,1.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_77,,,,1.0,1.0,2.0,3.2,3.4,2.0,3.1,4.2,1.95,3.3,3.8,,,,,,,,,,,,
3554,6.0,Sat,2010-10-02,nan,Udinese,Cesena,,nan,Nicola Rizzoli,nan,ba63ac06,1.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_366,,,,1.0,0.0,1.75,3.4,4.3,1.75,3.3,4.5,1.68,3.45,5.05,,,,,,,,,,,,
3555,6.0,Sat,2010-10-02,nan,Parma,Milan,,nan,Daniele Orsato,nan,8ff029c3,0.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_317,,,,0.0,1.0,3.4,3.2,2.0,3.3,3.2,2.1,3.5,3.25,2.05,,,,,,,,,,,,
3556,6.0,Sun,2010-10-03,nan,Bologna,Sampdoria,,nan,Leonardo Baracani,nan,4c6f3a78,1.0,1.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_36,,,,1.0,1.0,2.5,3.1,2.7,2.6,3.1,2.62,2.5,3.15,2.75,,,,,,,,,,,,
3557,6.0,Sun,2010-10-03,nan,Lazio,Brescia,,nan,Domenico Celi,nan,82d21983,1.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_211,,,,1.0,0.0,1.7,3.5,4.4,1.7,3.3,5.0,1.65,3.5,5.25,,,,,,,,,,,,
3558,6.0,Sun,2010-10-03,nan,Lecce,Catania,,nan,Nicola Pierpaoli,nan,2f9e3ee4,1.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_232,,,,1.0,0.0,2.3,3.1,2.9,2.38,3.1,2.9,2.4,2.95,3.05,,,,,,,,,,,,
3559,6.0,Sun,2010-10-03,nan,Napoli,Roma,,nan,Paolo Tagliavento,nan,2215aee4,2.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_282,,,,2.0,0.0,2.4,3.2,2.7,2.4,3.1,2.8,2.4,3.15,2.9,,,,,,,,,,,,
3560,6.0,Sun,2010-10-03,nan,Chievo,Cagliari,,nan,Andrea De Marco,nan,53e60a72,0.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_117,,,,0.0,0.0,2.2,3.1,3.1,2.3,3.1,3.0,2.25,2.95,3.35,,,,,,,,,,,,
3561,6.0,Sun,2010-10-03,nan,Fiorentina,Palermo,,nan,Paolo Mazzoleni,nan,64322e7a,1.0,2.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_147,,,,1.0,2.0,2.1,3.2,3.2,2.1,3.2,3.3,1.95,3.25,3.85,,,,,,,,,,,,
3562,6.0,Sun,2010-10-03,nan,Inter,Juventus,,nan,Luca Banti,nan,bea2c3bc,0.0,0.0,2010-2011,italy_serie-a_2010-2011,italy_serie-a_2010-2011_180,,,,0.0,0.0,1.85,3.25,4.0,1.8,3.3,4.33,1.78,3.4,4.45,,,,,,,,,,,,
